"SAMPLE.1"	"SAMPLE.2"	"SAMPLE.3"	"SAMPLE.4"	"SAMPLE.5"
"cg08763102"	0.861780838680008	0.788327769630441	0.871286572019982	0.839453278952494	0.815015110713202
"cg01951963"	0.510049069301415	0.199657823467397	0.0806263617782591	0.361013081263517	0.045063391708575
"cg17622855"	0.749169586169435	0.846982953796777	0.894031299788287	0.871282050425104	0.831121168704402
"cg11699517"	0.953609390519939	0.989115491790972	0.99771425696436	0.997339722552373	0.988303144278686
"cg04012600"	0.320077760864157	0.400429804843721	0.68043463735004	0.657464139036581	0.565572277928743
"cg02003183"	0.948396309679667	0.903921234860908	0.930386196356364	0.946789562762554	0.95418570492655
"cg08939052"	0.830951572784474	0.908720506034153	0.922575478328231	0.921253134408871	0.896049348805446
"cg24710951"	0.716559760062328	0.879843203577062	0.908211884401575	0.887597308937573	0.885743654000663
"cg09437994"	0.847516814508291	0.6929158753683	0.551302609035593	0.928437737079076	0.261666918881753
"cg22153994"	0.759908295689468	0.856365649473877	0.776589891136823	0.876553314919628	0.702698601120148
"cg24137448"	0.891951006365607	0.914670199594808	0.894591409847211	0.870461861126858	0.904665041842541
"cg22340370"	0.785285755347828	0.771734704383401	0.778889518681305	0.801460190581536	0.874219266362389
"cg22984894"	0.157210251943687	0.78414534818654	0.892581233684624	0.827815629918656	0.815970257416725
"cg00183239"	0.957162984810205	0.935004950453469	0.969837763779889	0.964758274588632	0.881753649590301
"cg25817701"	0.334095954309663	0.960599899831207	0.899633312417984	0.978715905758062	0.954047928057002
"cg24726137"	0.530806025023848	0.810211148860269	0.841799704346896	0.840096475432585	0.767817146899511
"cg25298754"	0.150204391880563	0.7869401272959	0.877784324178025	0.762477546152565	0.586709288275639
"cg02585724"	0.915904556635948	0.910380666284444	0.961092899440638	0.950583676645304	0.631271018078564
"cg05720721"	0.842057892011747	0.558915397069121	0.384371974697749	0.452351033000558	0.624982910737448
"cg13423389"	0.847108826624349	0.877143483610492	0.92880483278116	0.855324630038797	0.85692652570616
"cg24998197"	0.800867494877015	0.488724068599738	0.563163362116414	0.531609300919469	0.623477586366958
"cg16280667"	0.810526647329426	0.871077604764426	0.868664950125177	0.869035238661194	0.61534527811626
"cg25268422"	0.630710825753254	0.823600574054236	0.799156093941953	0.817297103290091	0.826608199101291
"cg02376282"	0.920982657719166	0.860606117044147	0.935499346153442	0.934351449631315	0.915621012980548
"cg02092514"	0.952803414218081	0.980485091352054	0.964133550145142	0.983431877341284	0.958330023050325
"cg18050634"	0.480556345270728	0.969770406492098	0.915564548606065	0.997365572381743	0.967083769285155
"cg15823461"	0.939701800981416	0.887276810564796	0.921190272491283	0.877983946984785	0.932337066910527
"cg24777505"	0.946877332675562	0.895538217436303	0.921619292774395	0.836926264818868	0.870466609467649
"cg07194984"	0.163550576484501	0.377326989210465	0.110870889670534	0.358624026112034	0.131255369822071
"cg18576206"	0.857378359401123	0.723668017016736	0.74158909436455	0.744064639489029	0.518831493921726
"cg21596498"	0.91671984039742	0.899585111442923	0.680390326212632	0.88906161999641	0.718334961926759
"cg14078070"	0.780312852518669	0.826017726396229	0.906160938591843	0.835722704087978	0.860298064012408
"cg21554588"	0.934534533152591	0.815569104777713	0.790024491211431	0.876900235045872	0.896429905669951
"cg24517899"	0.892609129250942	0.856443748501278	0.869253145382918	0.876151768160086	0.912786542388877
"cg14579184"	0.853783133319946	0.880735872436499	0.875550631350655	0.920419131094058	0.830779065398859
"cg07652788"	0.936694208647868	0.881230350497467	0.875998632041305	0.870267649043048	0.366178186050835
"cg04819180"	0.377067031068293	0.802131685076699	0.509194467140398	0.838107622813753	0.468007845358924
"cg13823257"	0.889420770312901	0.509696781481351	0.448053132007442	0.81653943530749	0.46726551760415
"cg13880654"	0.910632253211309	0.872324684903399	0.890692851953283	0.887588646491712	0.912109182772354
"cg07015784"	0.617462079352375	0.830823352157836	0.746951504206077	0.866984541212233	0.826631425420089
"cg16295156"	0.58061237976947	0.832767984241601	0.728857966225282	0.756804491572187	0.616878826282871
"cg14997711"	0.894096306632304	0.712325546677376	0.867931595971339	0.818191069464646	0.840161975073975
"cg09523782"	0.87888458622592	0.782186634007814	0.718389934358925	0.771931994806109	0.902584353747083
"cg05480110"	0.989865119846115	0.869313064321794	0.989786960541555	0.978565475115666	0.938798282253161
"cg18250453"	0.905424913921771	0.705591997131272	0.854778802101564	0.740446830405488	0.736456116706059
"cg01758575"	0.832683236072895	0.511558896844282	0.807089532765736	0.791636845087385	0.82931052385253
"cg23645046"	0.492414635057042	0.455236176193243	0.444672357139601	0.44480242218541	0.139976050930097
"cg05978527"	0.890622015610664	0.926702104521846	0.906728430466569	0.921048247248263	0.922889137947253
"cg24426483"	0.759715581555799	0.839133605627371	0.779328820221426	0.842771883658782	0.797936381797385
"cg27175380"	0.749434211519159	0.500177083559877	0.525078284972214	0.523663478020757	0.577581799068551
"cg23531049"	0.860494724397429	0.797384502891117	0.813188074012152	0.740987302021728	0.880575905908983
"cg10694914"	0.944031443904066	0.831573626316882	0.863103766322513	0.893341905574087	0.90515686264281
"cg07609372"	0.345351552863746	0.735529458419715	0.383350686104857	0.711610560394114	0.121301643454976
"cg25469923"	0.139857429324046	0.275171544241789	0.293356746350769	0.631071413588078	0.0461289343839015
"cg16302310"	0.767149607301452	0.782150259437407	0.592500182599988	0.851598687406139	0.860548291951919
"cg16876219"	0.834437369693019	0.80458850373689	0.837814476792662	0.835616579788802	0.847552633393545
"cg12427317"	0.867747619045085	0.774436968254799	0.861280130939761	0.81299785561176	0.830358775080962
"cg26160564"	0.393537796082752	0.846996038086683	0.682391445461382	0.640145209964307	0.197132060273856
"cg23730277"	0.588828123245489	0.92919013856591	0.912667973784618	0.96831800274289	0.932533921561608
"cg14220262"	0.167117162613352	0.789230279381219	0.517469808914015	0.633443798599989	0.126246815104883
"cg17304531"	0.842439522335156	0.861712676380758	0.84720105811828	0.842991637935502	0.765569146513298
"cg00162673"	0.771047189037936	0.816912331065428	0.378204636379596	0.950786555885683	0.468859919301315
"cg01715572"	0.670836617256539	0.705933471308532	0.549148079794075	0.801176424972557	0.852831764853548
"cg13125224"	0.769946459771126	0.604207864257895	0.342266871307199	0.587070004788104	0.865957499666395
"cg26574610"	0.483002230704994	0.642733918978468	0.879623836012031	0.722565392552918	0.51483230281496
"cg11193201"	0.634961253686773	0.893377299067102	0.922190861004862	0.937968596048129	0.914445948845212
"cg16397176"	0.863202258454065	0.626787501350419	0.875596882381813	0.669410759897677	0.611418431326397
"cg00042325"	0.804448051320357	0.788459921154763	0.774383726433987	0.808564022772607	0.764439951475923
"cg04545079"	0.768546902722182	0.783551881229823	0.837307108635066	0.783835184341094	0.792251445303637
"cg17582782"	0.891431780852432	0.815539973845508	0.7046222046618	0.870898840070083	0.8838415298435
"cg07979271"	0.184333491866461	0.801107084236783	0.799023915098415	0.838542054238177	0.240143575991524
"cg13400493"	0.535719770056867	0.813189993039761	0.418506408258353	0.786178228989922	0.822455671765586
"cg14646977"	0.854012318854507	0.773966243612901	0.76452420029574	0.827623043377935	0.884829930802431
"cg11898695"	0.852939536759577	0.845380727680109	0.829658281171425	0.758581969482292	0.831268753515283
"cg00730373"	0.871064987879145	0.481223600882912	0.737258310606539	0.844511010067742	0.51382414524749
"cg13712012"	0.145162247142724	0.764695793139496	0.856738069509837	0.835823723903165	0.83330709126776
"cg03238899"	0.839776427015605	0.853705700096942	0.854415888145957	0.871635304454419	0.851365759645065
"cg06521357"	0.0698014143965277	0.453747112761713	0.389985740649169	0.406892878104359	0.0550917842609404
"cg23948703"	0.746563863867183	0.518580968266621	0.617923830516126	0.285013192755678	0.413317541659558
"cg21144158"	0.90467725636187	0.813196443219531	0.962912949244227	0.827967248093293	0.935520013406183
"cg26810157"	0.481846874693282	0.595800975540782	0.824897123566068	0.822420789591668	0.866800824205077
"cg04593460"	0.840773588545916	0.893105643309489	0.895955768982849	0.910310024988756	0.801366215352596
"cg00760938"	0.461520729647263	0.756845478081608	0.757945039463793	0.800451694816511	0.61033209879076
"cg01445100"	0.779907962579044	0.727348836419909	0.615055647115885	0.749211421293178	0.660606962185832
"cg02087075"	0.825458718655496	0.786527410490077	0.755941958675446	0.74854670273791	0.815290140179705
"cg17768768"	0.796287970289308	0.950542538393754	0.425836537173096	0.843027891765207	0.328584926685421
"cg10443971"	0.856750072211676	0.81988339675104	0.805945569835444	0.893349383096495	0.196411685995562
"cg14936008"	0.949280761098886	0.949049702524499	0.205291558434984	0.806056635755408	0.872445018947795
"cg05138138"	0.778270161381173	0.838086149959425	0.905208417468442	0.888548378581524	0.852090540153052
"cg23683962"	0.911297186300775	0.938962281861478	0.968088149392962	0.90968655440589	0.897531169306808
"cg06323049"	0.814676037754185	0.552711968861418	0.763909253708584	0.733947852054756	0.152168814108621
"cg00227665"	0.927838275967042	0.85610452005986	0.583812735525671	0.81556383135565	0.705934265955991
"cg26331247"	0.594077840629712	0.757870875511144	0.756027319519611	0.81732700486211	0.581493366479917
"cg26795340"	0.605602155344134	0.773883482043168	0.708921308811251	0.750705451770906	0.574487825053776
"cg21170085"	0.534305866223105	0.956796401317215	0.94030531089426	0.960676744617205	0.840142730664438
"cg02393092"	0.907352533833401	0.897211312957687	0.922804494051566	0.881981774572685	0.479391393463586
"cg23237276"	0.635324083250146	0.789761452259222	0.929637989160058	0.841496295656426	0.923930708391924
"cg14503981"	0.237356532038597	0.874492128086035	0.87807659187461	0.808095258826383	0.904748207401977
"cg00104562"	0.592709696403039	0.503255592874729	0.511845934888365	0.774818364212607	0.174490211611835
"cg04440811"	0.894699805119175	0.816854119781363	0.826157118900522	0.842348108256388	0.861357714353874
"cg07841371"	0.346570765942219	0.863332295155091	0.805635002675783	0.83607265812315	0.0804302114297535
"cg15241519"	0.905493149611887	0.873007455436263	0.89628465826312	0.889787279744202	0.897483099184736
"cg15822328"	0.53469755085016	0.78020009475996	0.826544090961831	0.814431418739173	0.71384924806351
"cg05931054"	0.902519649082553	0.858591149319873	0.808663713482121	0.862514609831192	0.926731740193241
"cg02014217"	0.815813873399728	0.742483600529161	0.795885962126249	0.654445501116514	0.246030275929665
"cg01787559"	0.566587874972362	0.73934082305417	0.511199456923217	0.713635816405502	0.391660237675992
"cg24361265"	0.982551563517552	0.965312906875072	0.979825050237741	0.980590843886216	0.989914291426832
"cg13765961"	0.259884630092876	0.821864961733127	0.976638574695173	0.369499456898584	0.135140205653057
"cg06804344"	0.110240902509599	0.782589279323644	0.514285739261545	0.706857619345363	0.0184233116813879
"cg04324917"	0.717145395663148	0.884470141639129	0.464342052487797	0.905915745097404	0.870401214943822
"cg25112590"	0.438958657447488	0.479525141420941	0.0602020484045061	0.632507211777492	0.413113177983284
"cg00347863"	0.95714776031165	0.889155823979647	0.911174541511971	0.912243545043134	0.903824994617427
"cg00464927"	0.967429950948724	0.955338128337079	0.989331117949442	0.968566536135501	0.988163187963833
"cg02231590"	0.787486849284355	0.813618695467405	0.857628633627649	0.873249360644903	0.858956348364504
"cg16266809"	0.151936116131749	0.744686048555765	0.646617362280803	0.597731340270379	0.447916768119367
"cg00517080"	0.862620016208687	0.887288735757034	0.936268703914774	0.910363428063274	0.8873060713796
"cg07768103"	0.997886484797868	0.985400993383032	0.998638406408647	0.976502625171945	0.982686320255527
"cg01418951"	0.226150691201999	0.627292589317634	0.0806242233893617	0.623119711557373	0.219152265192817
"cg16962557"	0.889873171750474	0.903683721446521	0.899287404168707	0.906470512957215	0.904554262551423
"cg25134567"	0.759881885420018	0.671690477877145	0.862397032589124	0.777136760708309	0.752509890972751
"cg02896872"	0.912039174992158	0.876214093718657	0.701992144530935	0.901443848434761	0.891170059109299
"cg07441944"	0.872319644954163	0.618204685741724	0.902704363630047	0.566022066373988	0.88199272984178
"cg21248060"	0.964271632574571	0.952400097658423	0.993919120521296	0.968042851290377	0.983834365036896
"cg02539402"	0.564898996012616	0.584612762150769	0.271075655541265	0.502033554108238	0.734021657878569
"cg01719223"	0.884478186638884	0.87014277764953	0.909489914393374	0.882049063007658	0.926636989350273
"cg09432758"	0.603110359121666	0.740255012927438	0.790518988889489	0.782478687196203	0.86606409335542
"cg21373806"	0.742755449757742	0.946217860601333	0.974320728561184	0.978224480997704	0.917379141844529
"cg19905757"	0.890386781260197	0.828371398346045	0.704275615144382	0.830299650526757	0.896154348543635
"cg24466100"	0.758897531340917	0.756395359252216	0.892301902723009	0.82877181155922	0.851038626298705
"cg03969079"	0.993174168272586	0.993110784785048	0.993328430492619	0.992112252745974	0.99219155187483
"cg04828493"	0.979819833785907	0.972496506131749	0.963952449047709	0.97078147420231	0.975964266169181
"cg13364558"	0.894732435185418	0.582897969721971	0.922118128803148	0.74261272204314	0.951225097618732
"cg26703511"	0.702941449725578	0.996369933200537	0.979003474405772	0.977606961898499	0.957198375767176
"cg03382805"	0.913729080922282	0.936349181678059	0.870445519883372	0.931082914591208	0.93120133953935
"cg15235922"	0.317855055879359	0.822396565735849	0.813764676007777	0.820377128397407	0.584864227899214
"cg16411445"	0.941666322889282	0.917495478667036	0.98264414309981	0.945129871936812	0.96598517220654
"cg07900444"	0.173625470671745	0.65239176050681	0.621198733157837	0.701204839960574	0.8289629326294
"cg19396666"	0.738005666880966	0.466251375375239	0.714365076362538	0.878482500293457	0.3274145071398
"cg09201499"	0.99576055984824	0.995413287622913	0.995602571747654	0.97351608775689	0.996888082166939
"cg10329928"	0.807060040421116	0.777094426108435	0.596798088396472	0.779086954987336	0.615820700247291
"cg05856556"	0.643510232066832	0.615714916615232	0.600331024586587	0.678996046326612	0.522206045279432
"cg17477946"	0.870393128938412	0.934151751586628	0.927326695230023	0.918068169809861	0.921512093512524
"cg13915752"	0.86481923267249	0.874487758653197	0.863084045670954	0.821840065038148	0.889833199219663
"cg08732805"	0.707445408374944	0.881729347030574	0.515310902919996	0.756597670609492	0.415056901041505
"cg23019125"	0.85755577844309	0.864382193345049	0.854291971109877	0.86041277496124	0.857137796521937
"cg14631438"	0.396236006801987	0.597855820920762	0.541762925287058	0.686602331808154	0.379058771224426
"cg20018425"	0.495108311654628	0.620256039062962	0.41862879528031	0.701696107310231	0.167874832678594
"cg04220930"	0.750167295319678	0.847665062202238	0.969702811327887	0.902335976419395	0.867721130595996
"cg20680802"	0.830947293570784	0.511265428483221	0.571762451902488	0.517568357120019	0.40002382528891
"cg06567596"	0.994934041921269	0.933146293750013	0.974617109628053	0.954001564696199	0.978276457218785
"cg13910860"	0.0434611074875239	0.0404419491685146	8.09066788295174e-05	0.0386052142688001	0.0437026974685563
"cg24940706"	0.552172616537847	0.789818135252797	0.822532983278758	0.845944947082772	0.835699811168565
"cg27224881"	0.274906089363161	0.591073852893871	0.409293876240744	0.489693948947434	0.385067354296542
"cg08243465"	0.364992390405355	0.722010608651127	0.696268414657801	0.833112818978899	0.801420346246
"cg18764008"	0.594792919642275	0.824706269781164	0.564537348958736	0.811228144038005	0.581201489524672
"cg14066207"	0.850395650976601	0.84683128581115	0.795201802075652	0.708358946914073	0.607837009869719
"cg09698826"	0.872206035972225	0.889765640385504	0.881175445441504	0.896664816110763	0.943871997115417
"cg04625873"	0.359645131357833	0.440687179121398	0.439509292013047	0.412819189002651	0.512288940975449
"cg03786808"	0.651001260463424	0.271381746236936	0.412324370709885	0.403235043205352	0.799754806522765
"cg00682125"	0.734848673051066	0.572088281626516	0.893110611529755	0.80462459660768	0.902235241559182
"cg11256132"	0.598240558845871	0.779994048466662	0.316511362489315	0.552340014888515	0.49422661674914
"cg26406292"	0.537392862112384	0.976025229515182	0.993574811474899	0.989712870848881	0.974027591045822
"cg06091647"	0.903212067079266	0.948897067998744	0.94212188287073	0.959749364426768	0.973710720762512
"cg27090678"	0.772025268537364	0.742866483714657	0.459301048998376	0.773799247843788	0.455757074457831
"cg23202468"	0.756878418913321	0.841992176917509	0.88319289075508	0.807307254935056	0.85101127648403
"cg02892755"	0.873999364857624	0.84019288113945	0.91377528363714	0.874334376181793	0.694889654055226
"cg23344706"	0.636302996008769	0.879725106195721	0.975238068635356	0.841299875227453	0.88753356208914
"cg20946504"	8.29436462186815e-05	0.011389480625111	0.0192308196281976	6.57823268135294e-05	0.00770921310051153
"cg21197594"	0.8266201105328	0.773261955162359	0.820360382695537	0.728836319801077	0.801122141616128
"cg16654610"	0.958576406084577	0.887531714109968	0.984491485967859	0.800463465590504	0.293961866184107
"cg22256853"	0.213888625318683	0.746689193354794	0.925913044277734	0.802815670914786	0.891745657327179
"cg01117384"	0.388602621951653	0.680286117786899	0.565348129519679	0.71056750647062	0.714818345286602
"cg11758283"	0.927362154151894	0.7600490879143	0.854532641508091	0.785080483958833	0.859107969926576
"cg20754708"	0.350894877439339	0.669995084693508	0.424170770225854	0.832990614227651	0.759832959267798
"cg19260718"	0.668618745264899	0.816737639663343	0.761665898629386	0.75724353891413	0.295430547232708
"cg22045055"	0.733911295549964	0.937728254641724	0.981458523375687	0.967657212860359	0.960758087845567
"cg11858499"	0.677819529590958	0.861567827879164	0.447307146005454	0.881675525415892	0.951384842234437
"cg11661493"	0.481290726635892	0.679789168918917	0.832863217979311	0.686918568878644	0.828632717942361
"cg24462247"	0.90077722836217	0.896039204461563	0.835570592591982	0.911413535230635	0.730366572564651
"cg11199827"	0.824628560838739	0.983648362169585	0.97918965356548	0.981030741497359	0.953669793343293
"cg10067737"	0.974174134359623	0.954039758621118	0.979040783217829	0.980010655788344	0.948786739280945
"cg04987734"	0.851119383931752	0.807963876311619	0.836748291026607	0.851211302788403	0.734438599708588
"cg19519593"	0.973582365310274	0.958730968415077	0.93442930697452	0.965152289162959	0.963111624176267
"cg19463199"	0.867837037985881	0.876682289720287	0.877355100544705	0.806610003140495	0.867444062962408
"cg26991761"	0.167798875539347	0.149197500199482	0.249290728977128	0.203638048908727	0.12779000180181
"cg27246453"	0.757329142926258	0.587528093126498	0.882051359808966	0.843742032114431	0.8453529674441
"cg15730481"	0.167037422726183	0.519981199238446	0.729148258154185	0.736485976709634	0.642310456755664
"cg01024458"	0.32519174767495	0.889751406673359	0.88605775997702	0.831862259774898	0.852641985786577
"cg05024762"	0.613158068592335	0.962486946825352	0.961755082271308	0.817766283332924	0.83168228712505
"cg21049825"	0.705464614972022	0.900085031741361	0.879169826279782	0.889472550675279	0.919771316578455
"cg04949429"	0.857545918726719	0.878229400991464	0.898754164381129	0.899292218124073	0.922481300597504
"cg15367000"	0.836230863079152	0.876679175672671	0.832319514555116	0.859114208346018	0.874711930816803
"cg12807237"	0.759919811272782	0.489230637346158	0.42864370979823	0.315850364729337	0.732097677290926
"cg14905514"	0.643204236856278	0.794834895410225	0.80388918418033	0.835006064754466	0.541547910316095
"cg03302822"	0.471609769431137	0.754876203588054	0.357349029197901	0.690533955936323	0.733413864338586
"cg03736062"	0.87025609138383	0.881222611355321	0.595779260237945	0.893900922877942	0.877455267575883
"cg04787728"	0.839549542904965	0.532712626956679	0.725093774994653	0.735531090615422	0.542648824957737
"cg06336230"	0.823260897161008	0.732650827790336	0.741518477874723	0.763262579381087	0.825704979087246
"cg04668137"	0.810793778733997	0.810452716439666	0.914050406575959	0.878680699805846	0.874795793318963
"cg21997986"	0.805940960259379	0.575243729912225	0.744284005440792	0.680417950334664	0.352747518774166
"cg10243322"	0.488805889820767	0.624556500678342	0.424435796501745	0.78090035849726	0.847855607253854
"cg14507658"	0.880898140593555	0.921000297568012	0.894951172886766	0.911729347237344	0.943953155998643
"cg27618318"	0.871128794929241	0.820964404074604	0.847201276956417	0.894887847987991	0.912189585953435
"cg10386431"	0.629659519345277	0.822122643452491	0.956521197520659	0.895623705980205	0.984165237005973
"cg26894079"	0.29681741179891	0.078636893150309	0.0820446366893476	0.0601326126882467	0.0863270457673942
"cg20743720"	0.892725996962864	0.980545719456901	0.949585938789351	0.821225826863432	0.876548545836421
"cg02723774"	0.837617067294847	0.826477679406131	0.819233989753995	0.870059130820404	0.68751514104237
"cg14151976"	0.887760338994642	0.895812031061924	0.920586749917012	0.917871632464566	0.915882092346634
"cg11021317"	0.551427753189023	0.720456710918544	0.660289919939856	0.601236066215264	0.79965000339581
"cg23934477"	0.823035447120882	0.692251792979608	0.815160181944378	0.784119728041317	0.699204390902649
"cg02122920"	0.538190772004997	0.91422061830247	0.79132720326154	0.716897766413386	0.901605295869465
"cg04765929"	0.0348529642463903	0.0233572039302696	0.000149669974124356	0.0122971515295851	0.0806130350360196
"cg15121304"	0.787167279014364	0.820913827992476	0.756745986404292	0.803550206532731	0.833566726687971
"cg08139729"	0.834804450042905	0.902067783172083	0.899704318958614	0.852732104936005	0.899441433667791
"cg21890551"	0.901266072318991	0.725811747877163	0.921438711296949	0.826402035746203	0.891310088054165
"cg18933943"	0.909215229353862	0.912682224477622	0.857689582257793	0.880039737534836	0.918580306943196
"cg03922146"	0.909884235408395	0.854465734468857	0.924188671002056	0.901765650294433	0.694654169508306
"cg26249168"	0.703588598531467	0.749299065685875	0.422545373268139	0.766446874522052	0.638114867525085
"cg15644639"	0.918850550201615	0.920145736864449	0.946011263245431	0.967963280665883	0.933420895034612
"cg02525637"	0.910313843120878	0.810139004997796	0.821864569026943	0.826927469968709	0.875615273006233
"cg22285621"	0.148488620399153	0.161324412293557	0.254004485787008	0.216115383757956	0.105074410472722
